,M&M Change,TCS Change,INFY Change,LT Change,ITC Change,IOC Change
0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.6760440519027466,2.7081307344298367,0.36256633913089864,-0.09756657483930287,1.9787731606404124,1.0178692603483475
2,0.9111867383906125,1.0785665767861108,-0.23036649214660532,0.8473602573677352,-0.6350326336214573,-0.5261979399910466
3,-1.8820713664055688,3.292809579082401,0.9393366918555968,-1.8713150474237494,-1.3314397301615433,-0.9791783905458651
4,-1.4377055845067654,-1.1454143994952926,-0.3951130751234655,0.11320097526994477,2.986685858222393,-1.0229597635826315
5,-2.0361481925903813,0.965239415272312,0.3653635367190322,1.588820271955016,6.079664570230614,-2.3082223242994804
6,1.9521531100478384,-0.3812195073774949,-0.43163971085340425,-0.6392876509032863,-1.1363636363636465,-0.2586105560127061
7,-1.7345597897503229,1.4851092516952935,-0.2611511542880973,-3.234238115754706,-0.08329168748958393,1.4849734826163807
8,1.4404156955641234,2.5574897915323413,2.9849183074989627,5.010537564190076,0.05001667222408468,1.9509929160376194
9,1.0056497175141121,-1.765983387944825,1.261059696938882,1.0600107414421744,3.0161639726712153,-2.9388313019706014
10,1.4319275086698724,-0.20944439057500874,-1.0595560911921376,-0.29089281718504,2.18375930119703,-1.5960568008449694
11,0.07720304400573585,-0.845366033775774,1.1216566005176842,-0.8331463195691224,-1.3930663289536294,0.07155635062612298
12,4.103298802439204,-0.17639449649170524,-1.9223047580807173,-0.38754207801758866,0.11237758869804271,2.359671076153025
13,0.5857651999011892,0.2748763056624526,-0.5782713269535833,1.8231385244505072,0.7697241821680523,-3.632553265805094
14,-0.4736011226100678,0.4425125313283207,-0.2007411982705265,-0.49085229808121245,1.591343093570985,0.22955176996495297
15,0.36658442016215265,1.5224765098054371,-1.1037186033317936,1.171524663677137,-0.5482456140350922,1.74783027965284
16,-0.8604340802135235,3.5350141131742285,2.1486310299869693,-1.648290764031246,-2.016065522129462,0.6041938158986015
17,1.448864642743275,-2.995178041543023,-1.8430591718997413,0.757682449370467,0.3857900659058,0.6476683937823857
18,-1.0056568196103122,-3.5809196061562076,-0.5045251222303038,-0.802303477580224,-0.20816653322657253,-2.0124020124020148
19,0.6490299823633139,-0.5789974619289318,-0.8207433739348624,0.22262927997744875,-1.797175866495515,0.3104477611940215
20,-0.22078923389641236,-0.789788591942564,1.6076323002319315,-2.339444381959288,-0.5228758169934733,0.8570408284727993
21,-0.41445681570719817,-1.4333386941138504,-0.6276910307620565,0.13820108257516228,0.2792378449408828,-0.9205712262480792
22,-0.8782139456142257,0.7607432032795458,0.08352474420547651,1.4634847613571145,-1.769041769041757,0.22632519356760028
23,-1.2489325362937675,-2.3884705691846864,-0.6780721886083918,-1.6492391396752626,0.6836751709187849,-3.2445923460898474
24,-0.02522249846864666,-0.4769409422694104,-1.244617162062811,-0.49845852421700476,1.6230539913878905,-0.6018916595012858
25,0.0684783392200794,1.3335000208359427,-1.1060888061685703,1.68529565066311,1.3363754889178514,0.6426099851705391
26,0.08643976229065764,0.5469424682321034,1.473355917621122,-0.30185670349698324,-0.7076230299131514,1.1051080550098291
27,-0.16553312461765612,-1.582822085889568,-0.021196544963164587,0.2113681805198553,0.08098477486233602,-0.8379888268156388
28,0.659625851566159,-0.4758342683788497,-0.33921662161446875,-1.0147075590012489,0.7606408804013753,-3.6129822412737322
29,-1.439518728067024,-1.3842203060734581,0.3297346168164683,-0.7889887122782824,-0.09637006103437873,-2.5667090216010213
30,-0.42871675628542993,-0.798153872210694,-1.7174662072621305,-1.2190166598943564,0.43408360128618373,1.8257694314032236
31,-1.0399182660731254,0.3073180101158979,-0.25349226039587114,0.091085385203038,-1.280614695053628,-0.8324795081967262
32,-0.029497437410119787,-0.7148784068424119,0.5947874986482082,0.023484514897997855,1.0539970812388555,-0.07748934521502049
33,-0.520045734518515,1.2471873995499871,0.5751451300795463,-0.9420949138614243,3.8671373555840605,-0.4265219077161819
34,1.3235948390924124,0.4762207124261897,1.7476350809684238,-0.020739511732636995,5.824192800865147,0.4413291796469432
35,-0.8269603717662499,-0.28437815975732583,1.076793780859342,-0.2311453548673903,-1.532846715328462,-1.305246833807172
36,2.2027081872855403,-0.4584151931892544,-1.1692563529595135,0.7098939614459399,-1.8383988139362484,1.0082493125572745
37,-0.6462093862815932,-0.35865874363326666,-0.4101377642233617,0.13566920309089348,1.8275185017369022,-1.0630023334197491
38,-0.003633588895746165,-0.6645225873783467,-1.224920802534324,0.40056550424130144,-0.8306140611094692,0.17033542976938598
39,-0.6249999999999978,4.416904307553771,2.3145178533247712,1.628138934522405,-0.29913251570445887,0.3139306736428926
40,1.663741407049879,1.6776525185322244,1.9121258032495758,0.5166989002107103,-0.8700870087008816,1.0562002868692133
41,-0.9675214904866447,-1.4682122950157694,-0.3075818936791874,-0.0890241801160152,-0.4691283292978077,1.316129032258062
42,-0.4576160383525818,0.2849002849002913,0.4833650434514336,-32.44804690868328,3.0104911053671746,-2.9673968415690366
43,0.3758026853473373,-2.000899280575552,-0.5117445371270679,-0.3318866479448457,-0.4723247232472416,-2.0606378789867374
44,0.657918650721534,-0.08342196917557887,1.2345043979219206,0.0042691256830540425,-3.5592466261308076,0.1206110962208573
